date,NVDA,SPY
2024-05-30,110.5,522.61
2024-05-31,109.633,527.37
2024-06-03,115.0,527.8
2024-06-04,116.437,528.39
2024-06-05,122.44,534.67
2024-06-06,120.998,534.66
2024-06-07,120.888,534.01
2024-06-10,121.79,535.66
2024-06-11,120.91,536.95
2024-06-12,125.2,541.36
2024-06-13,129.61,542.45
2024-06-14,131.88,542.78
2024-06-17,130.98,547.1
2024-06-18,135.58,548.49
2024-06-20,130.78,547.0
2024-06-21,126.57,544.51
2024-06-24,118.11,542.74
2024-06-25,126.09,544.83
2024-06-26,126.4,545.51
2024-06-27,123.99,546.37
2024-06-28,123.54,544.22
2024-07-01,124.3,545.34
2024-07-02,122.67,549.01
2024-07-03,128.28,551.46
2024-07-05,125.83,554.64
2024-07-08,128.2,555.28
2024-07-09,131.38,555.82
2024-07-10,134.91,561.32
2024-07-11,127.4,556.48
2024-07-12,129.24,559.99
2024-07-15,128.44,561.53
2024-07-16,126.36,564.86
2024-07-17,117.99,556.94
2024-07-18,121.09,552.66
2024-07-19,117.93,548.99
2024-07-22,123.54,554.65
2024-07-23,122.59,553.78
2024-07-24,114.25,541.23
2024-07-25,112.28,538.41
2024-07-26,113.06,544.44
2024-07-29,111.59,544.76
2024-07-30,103.73,542.0
2024-07-31,117.02,550.81
2024-08-01,109.21,543.01
2024-08-02,107.27,532.9
2024-08-05,100.45,517.38
2024-08-06,104.25,522.15
2024-08-07,98.91,518.66
2024-08-08,104.97,530.65
2024-08-09,104.75,532.99
2024-08-12,109.02,533.27
2024-08-13,116.14,542.04
2024-08-14,118.08,543.75
2024-08-15,122.86,553.07
2024-08-16,124.58,554.31
2024-08-19,130.0,559.61
2024-08-20,127.25,558.7
2024-08-21,128.5,560.62
2024-08-22,123.74,556.22
2024-08-23,129.37,562.13
2024-08-26,126.46,560.79
2024-08-27,128.3,561.56
2024-08-28,125.61,558.3
2024-08-29,117.59,558.35
2024-08-30,119.37,563.68
2024-09-03,108.0,552.08
2024-09-04,106.21,550.95
2024-09-05,107.21,549.61
2024-09-06,102.83,540.36
2024-09-09,106.47,546.41
2024-09-10,108.1,548.79
2024-09-11,116.91,554.42
2024-09-12,119.14,559.09
2024-09-13,119.1,562.01
2024-09-16,116.78,562.84
2024-09-17,115.59,563.07
2024-09-18,113.37,561.4
2024-09-19,117.87,570.98
2024-09-20,116.0,568.25
2024-09-23,116.26,569.67
2024-09-24,120.87,571.3
2024-09-25,123.51,570.04
2024-09-26,124.04,572.3
2024-09-27,121.4,571.47
2024-09-30,121.44,573.76
2024-10-01,117.0,568.62
2024-10-02,118.85,568.86
2024-10-03,122.85,567.82
2024-10-04,124.92,572.98
2024-10-07,127.72,567.8
2024-10-08,132.89,573.17
2024-10-09,132.65,577.14
2024-10-10,134.81,576.13
2024-10-11,134.8,579.58
2024-10-14,138.07,584.32
2024-10-15,131.6,579.78
2024-10-16,135.72,582.3
2024-10-17,136.93,582.35
2024-10-18,138.0,584.59
2024-10-21,143.71,583.63
2024-10-22,143.59,583.32
2024-10-23,139.56,577.99
2024-10-24,140.41,579.24
2024-10-25,141.54,579.04
2024-10-28,140.52,580.83
2024-10-29,141.25,581.77
2024-10-30,139.335,580.01
2024-10-31,132.76,568.64
2024-11-01,135.4,571.04
2024-11-04,136.05,569.81
2024-11-05,139.91,576.7
2024-11-06,145.61,591.04
2024-11-07,148.88,595.61
2024-11-08,147.63,598.19
2024-11-11,145.26,598.76
2024-11-12,148.29,596.9
2024-11-13,146.27,597.19
2024-11-14,146.76,593.35
2024-11-15,141.98,585.75
2024-11-18,140.15,588.15
2024-11-19,147.01,590.3
2024-11-20,145.89,590.5
2024-11-21,146.67,593.67
2024-11-22,141.95,595.51
2024-11-25,136.02,597.53
2024-11-26,136.92,600.65
2024-11-27,135.34,598.83
2024-11-29,138.25,602.55
2024-12-02,138.63,603.63
2024-12-03,140.26,603.91
2024-12-04,145.14,607.66
2024-12-05,145.06,606.66
2024-12-06,142.44,607.81
2024-12-09,138.81,604.68
2024-12-10,135.07,602.8
2024-12-11,139.31,607.46
2024-12-12,137.34,604.33
2024-12-13,134.25,604.21
2024-12-16,132.0,606.79
2024-12-17,130.39,604.29
2024-12-18,128.91,586.28
2024-12-19,130.68,586.1
2024-12-20,134.7,591.15
2024-12-23,139.67,594.69
2024-12-24,140.22,601.3
2024-12-26,139.93,601.34
2024-12-27,137.01,595.01
2024-12-30,137.49,588.22
2024-12-31,134.29,586.08
2025-01-02,138.31,584.64
2025-01-03,144.47,591.95
2025-01-06,149.43,595.36
2025-01-07,140.14,588.63
2025-01-08,140.11,589.49
2025-01-10,135.91,580.49
2025-01-13,133.23,581.39
2025-01-14,131.76,582.19
2025-01-15,136.24,592.78
2025-01-16,133.57,591.64
2025-01-17,137.71,597.58
2025-01-21,140.83,603.05
2025-01-22,147.07,606.44
2025-01-23,147.22,609.75
2025-01-24,142.62,607.97
2025-01-27,118.42,599.37
2025-01-28,128.99,604.52
2025-01-29,123.7,601.81
2025-01-30,124.65,605.04
2025-01-31,120.07,601.82
2025-02-03,116.66,597.77
2025-02-04,118.65,601.78
2025-02-05,124.83,604.22
2025-02-06,128.68,606.32
2025-02-07,129.84,600.77
2025-02-10,133.57,604.85
2025-02-11,132.8,605.31
2025-02-12,131.14,603.36
2025-02-13,135.29,609.73
2025-02-14,138.85,609.7
2025-02-18,139.4,611.49
2025-02-19,139.23,612.93
2025-02-20,140.11,610.38
2025-02-21,134.43,599.94
2025-02-24,130.28,597.21
2025-02-25,126.63,594.24
2025-02-26,131.28,594.54
2025-02-27,120.15,585.05
2025-02-28,124.92,594.18
2025-03-03,114.06,583.77
2025-03-04,115.99,576.86
2025-03-05,117.3,583.06
2025-03-06,110.57,572.71
2025-03-07,112.69,575.92
2025-03-10,106.98,560.58
2025-03-11,108.76,555.92
2025-03-12,115.74,558.87
2025-03-13,115.58,551.42
2025-03-14,121.67,562.81
2025-03-17,119.53,567.15
2025-03-18,115.43,561.02
2025-03-19,117.52,567.13
2025-03-20,118.53,565.49
2025-03-21,117.7,563.98
2025-03-24,121.41,574.08
2025-03-25,120.69,575.46
2025-03-26,113.76,568.59
2025-03-27,111.43,567.08
2025-03-28,109.67,555.66
2025-03-31,108.38,559.39
2025-04-01,110.15,560.97
