date,NVDA,SPY
2020-09-29,13.2258,332.37
2020-09-30,13.5305,334.89
2020-10-01,13.6145,337.04
2020-10-02,13.0622,333.84
2020-10-05,13.6425,339.76
2020-10-06,13.7365,334.93
2020-10-07,13.964,340.76
2020-10-08,13.8388,343.78
2020-10-09,13.7628,346.85
2020-10-12,14.226,352.43
2020-10-13,14.2482,350.13
2020-10-14,14.0952,347.93
2020-10-15,13.97,347.5
2020-10-16,13.8115,347.29
2020-10-19,13.4978,342.01
2020-10-20,13.6455,343.38
2020-10-21,13.5248,342.73
2020-10-22,13.361,344.61
2020-10-23,13.5902,345.78
2020-10-26,13.1412,339.39
2020-10-27,13.3968,338.22
2020-10-28,12.627,326.66
2020-10-29,13.024,329.98
2020-10-30,12.534,326.54
2020-11-02,12.5808,330.2
2020-11-03,13.0195,336.03
2020-11-04,13.7942,343.54
2020-11-05,14.16,350.24
2020-11-06,14.562,350.16
2020-11-09,13.6308,354.56
2020-11-10,12.77,354.04
2020-11-11,13.418,356.67
2020-11-12,13.4568,353.21
2020-11-13,13.297,358.1
2020-11-16,13.5152,362.57
2020-11-17,13.4222,360.62
2020-11-18,13.4288,356.28
2020-11-19,13.4402,357.78
2020-11-20,13.0878,355.33
2020-11-23,13.14,357.46
2020-11-24,12.9578,363.22
2020-11-25,13.2348,362.66
2020-11-27,13.2612,363.67
2020-11-30,13.4015,362.06
2020-12-01,13.39,366.02
2020-12-02,13.5445,366.79
2020-12-03,13.396,366.69
2020-12-04,13.5582,369.85
2020-12-07,13.6068,369.09
2020-12-08,13.35,370.17
2020-12-09,12.9308,366.85
2020-12-10,12.9722,366.73
2020-12-11,13.0132,366.3
2020-12-14,13.3088,364.66
2020-12-15,13.3605,369.59
2020-12-16,13.2425,370.17
2020-12-17,13.3412,372.24
2020-12-18,13.272,369.18
2020-12-21,13.3322,367.86
2020-12-22,13.2782,367.24
2020-12-23,13.0092,367.57
2020-12-24,12.9938,369.0
2020-12-28,12.9,372.17
2020-12-29,12.9432,371.46
2020-12-30,13.1458,371.99
2020-12-31,13.055,373.88
2021-01-04,13.1135,368.79
2021-01-05,13.4048,371.33
2021-01-06,12.6145,373.55
2021-01-07,13.344,379.1
2021-01-08,13.2768,381.26
2021-01-11,13.6215,378.69
2021-01-12,13.4848,378.77
2021-01-13,13.5318,379.79
2021-01-14,13.2002,378.46
2021-01-15,12.8595,375.7
2021-01-19,13.0252,378.65
2021-01-20,13.3658,383.89
2021-01-21,13.8675,384.24
2021-01-22,13.7125,382.88
2021-01-25,13.6532,384.39
2021-01-26,13.4352,383.79
2021-01-27,12.9178,374.41
2021-01-28,13.051,377.63
2021-01-29,12.9898,370.07
2021-02-01,13.237,376.23
2021-02-02,13.5568,381.55
2021-02-03,13.5305,381.85
2021-02-04,13.6642,386.19
2021-02-05,13.591,387.71
2021-02-08,14.4388,390.51
2021-02-09,14.2632,390.25
2021-02-10,14.7642,390.08
2021-02-11,15.2508,390.71
2021-02-12,14.9612,392.64
2021-02-16,15.3302,392.3
2021-02-17,14.906,392.39
2021-02-18,14.829,390.72
2021-02-19,14.9265,390.03
2021-02-22,14.3558,387.03
2021-02-23,14.142,387.5
2021-02-24,14.499,391.77
2021-02-25,13.3075,382.33
2021-02-26,13.7145,380.36
2021-03-01,13.8418,389.58
2021-03-02,13.4062,386.54
2021-03-03,12.8048,381.42
2021-03-04,12.3702,376.7
2021-03-05,12.4615,383.63
2021-03-08,11.5932,381.72
2021-03-09,12.5202,387.17
2021-03-10,12.4682,389.58
2021-03-11,12.9935,393.53
2021-03-12,12.856,394.06
2021-03-15,13.1912,396.41
2021-03-16,13.2912,395.91
2021-03-17,13.3412,397.26
2021-03-18,12.7225,391.48
2021-03-19,12.8458,389.48
2021-03-22,13.1862,392.59
2021-03-23,13.0708,389.5
2021-03-24,12.643,387.52
2021-03-25,12.5352,389.7
2021-03-26,12.8392,395.98
2021-03-29,12.9482,395.78
2021-03-30,12.8718,394.73
2021-03-31,13.3482,396.33
2021-04-01,13.8118,400.61
2021-04-05,13.9875,406.36
2021-04-06,13.8615,406.12
2021-04-07,14.1435,406.59
2021-04-08,14.317,408.52
2021-04-09,14.4,411.49
2021-04-12,15.209,411.64
2021-04-13,15.6795,412.86
2021-04-14,15.277,411.45
2021-04-15,16.1372,415.87
2021-04-16,15.9125,417.26
2021-04-19,15.3618,415.21
2021-04-20,15.1712,412.17
2021-04-21,15.3605,416.07
2021-04-22,14.8502,412.27
2021-04-23,15.2652,416.74
2021-04-26,15.478,417.61
2021-04-27,15.3818,417.52
2021-04-28,15.2768,417.4
2021-04-29,15.3248,420.06
2021-04-30,15.0095,417.3
2021-05-03,14.8368,418.2
2021-05-04,14.3512,415.62
2021-05-05,14.4585,415.75
2021-05-06,14.523,419.07
2021-05-07,14.8122,422.12
2021-05-10,14.2658,417.94
2021-05-11,14.3062,414.21
2021-05-12,13.7585,405.41
2021-05-13,13.6652,410.28
2021-05-14,14.243,416.58
2021-05-17,14.1655,415.52
2021-05-18,14.0158,411.94
2021-05-19,14.0658,410.86
2021-05-20,14.6125,415.28
2021-05-21,14.9918,414.94
2021-05-24,15.612,419.17
2021-05-25,15.6478,418.24
2021-05-26,15.7,419.07
2021-05-27,15.488,419.29
2021-05-28,16.2445,420.04
2021-06-01,16.2645,419.67
2021-06-02,16.7782,420.33
2021-06-03,16.9698,418.77
2021-06-04,17.5782,422.6
2021-06-07,17.619,422.19
2021-06-08,17.457,422.28
2021-06-09,17.3582,421.65
2021-06-10,17.425,423.61
2021-06-11,17.8252,424.31
2021-06-14,18.0188,425.26
2021-06-15,17.7885,424.48
2021-06-16,17.8102,422.11
2021-06-17,18.6572,421.97
2021-06-18,18.6388,414.92
2021-06-21,18.4272,420.86
2021-06-22,18.8868,423.11
2021-06-23,19.0572,422.6
2021-06-24,19.2055,425.1
2021-06-25,19.031,426.61
2021-06-28,19.985,427.47
2021-06-29,20.0268,427.7
2021-06-30,20.0025,428.06
2021-07-01,20.212,430.43
2021-07-02,20.487,433.72
2021-07-06,20.6985,432.93
2021-07-07,20.3718,434.46
2021-07-08,19.9028,430.92
2021-07-09,20.0502,435.52
2021-07-12,20.5125,437.08
2021-07-13,20.25,435.59
2021-07-14,19.8415,436.24
2021-07-15,18.9662,434.75
2021-07-16,18.161,431.34
2021-07-19,18.7798,424.97
2021-07-20,18.612,431.06
2021-07-21,19.41,434.55
2021-07-22,19.594,435.46
2021-07-23,19.558,439.94
2021-07-26,19.294,441.02
2021-07-27,19.208,439.01
2021-07-28,19.503,438.83
2021-07-29,19.662,440.65
2021-07-30,19.499,438.51
2021-08-02,19.75,437.59
2021-08-03,19.815,441.15
2021-08-04,20.274,438.98
2021-08-05,20.637,441.76
2021-08-06,20.366,442.49
2021-08-09,20.295,442.13
2021-08-10,19.936,442.68
2021-08-11,19.699,443.78
2021-08-12,19.905,445.11
2021-08-13,20.188,445.92
2021-08-16,19.95,446.97
2021-08-17,19.458,444.04
2021-08-18,19.04,439.18
2021-08-19,19.798,439.86
2021-08-20,20.816,443.36
2021-08-23,21.958,447.26
2021-08-24,21.793,447.97
2021-08-25,22.213,448.91
2021-08-26,22.068,446.26
2021-08-27,22.636,450.25
2021-08-30,22.688,452.23
2021-08-31,22.385,451.56
2021-09-01,22.441,451.8
2021-09-02,22.396,453.19
2021-09-03,22.843,453.08
2021-09-07,22.662,451.46
2021-09-08,22.339,450.91
2021-09-09,22.177,448.98
2021-09-10,22.478,445.44
2021-09-13,22.152,446.58
2021-09-14,22.242,444.17
2021-09-15,22.341,447.88
2021-09-16,22.242,447.17
2021-09-17,21.9,441.4
2021-09-20,21.113,434.04
2021-09-21,21.246,433.63
2021-09-22,21.941,437.86
2021-09-23,22.482,443.18
2021-09-24,22.081,443.91
2021-09-27,21.66,442.64
2021-09-28,20.699,433.72
2021-09-29,20.517,434.45
2021-09-30,20.716,429.14
2021-10-01,20.742,434.24
2021-10-04,19.732,428.64
2021-10-05,20.451,433.1
2021-10-06,20.7,434.9
2021-10-07,21.075,438.66
2021-10-08,20.831,437.86
2021-10-11,20.695,434.69
2021-10-12,20.671,433.62
2021-10-13,20.939,435.18
2021-10-14,21.746,442.5
2021-10-15,21.862,445.87
2021-10-18,22.222,447.19
2021-10-19,22.29,450.64
2021-10-20,22.103,452.41
2021-10-21,22.692,453.59
2021-10-22,22.726,453.12
2021-10-25,23.166,455.55
2021-10-26,24.717,455.96
2021-10-27,24.451,453.94
2021-10-28,24.941,458.32
2021-10-29,25.567,459.25
2021-11-01,25.827,460.04
2021-11-02,26.401,461.9
2021-11-03,26.598,464.72
2021-11-04,29.801,466.91
2021-11-05,29.752,468.53
2021-11-08,30.804,468.93
2021-11-09,30.657,467.38
2021-11-10,29.459,463.62
2021-11-11,30.39,463.77
2021-11-12,30.39,467.27
2021-11-15,30.025,467.43
2021-11-16,30.203,469.28
2021-11-17,29.261,468.14
2021-11-18,31.675,469.73
2021-11-19,32.985,468.89
2021-11-22,31.956,467.57
2021-11-23,31.746,468.19
2021-11-24,32.674,469.44
2021-11-26,31.503,458.97
2021-11-29,33.376,464.6
2021-11-30,32.676,455.56
2021-12-01,31.435,450.5
2021-12-02,32.126,457.4
2021-12-03,30.693,453.42
2021-12-06,30.037,458.79
2021-12-07,32.427,468.28
2021-12-08,31.826,469.52
2021-12-09,30.49,466.35
2021-12-10,30.198,470.74
2021-12-13,28.161,466.57
2021-12-14,28.337,463.36
2021-12-15,30.459,470.6
2021-12-16,28.387,466.45
2021-12-17,27.801,459.87
2021-12-20,27.719,454.98
2021-12-21,29.075,463.06
2021-12-22,29.4,467.69
2021-12-23,29.64,470.6
2021-12-27,30.945,477.26
2021-12-28,30.322,476.87
2021-12-29,30.001,477.48
2021-12-30,29.586,476.16
2021-12-31,29.411,474.96
2022-01-03,30.121,477.71
2022-01-04,29.29,477.55
2022-01-05,27.604,468.38
2022-01-06,28.178,467.94
2022-01-07,27.247,466.09
2022-01-10,27.4,465.51
2022-01-11,27.817,469.75
2022-01-12,27.999,471.02
2022-01-13,26.575,464.53
2022-01-14,26.942,464.72
2022-01-18,25.903,456.49
2022-01-19,25.067,451.75
2022-01-20,24.15,446.75
2022-01-21,23.374,437.98
2022-01-24,23.372,439.84
2022-01-25,22.324,434.47
2022-01-26,22.772,433.38
2022-01-27,21.944,431.24
2022-01-28,22.84,441.95
2022-01-31,24.486,449.91
2022-02-01,24.638,452.95
2022-02-02,25.242,457.35
2022-02-03,23.948,446.6
2022-02-04,24.319,448.7
2022-02-07,24.728,447.26
2022-02-08,25.108,450.94
2022-02-09,26.705,457.54
2022-02-10,25.824,449.32
2022-02-11,23.949,440.46
2022-02-14,24.267,439.02
2022-02-15,26.495,446.1
2022-02-16,26.511,446.6
2022-02-17,24.507,437.06
2022-02-18,23.642,434.23
2022-02-22,23.39,429.57
2022-02-23,22.387,421.95
2022-02-24,23.748,428.3
2022-02-25,24.157,437.75
2022-02-28,24.385,436.63
2022-03-01,23.477,429.98
2022-03-02,24.22,437.89
2022-03-03,23.714,435.71
2022-03-04,22.936,432.17
2022-03-07,21.352,419.43
2022-03-08,21.514,416.25
2022-03-09,23.014,427.41
2022-03-10,22.658,425.48
2022-03-11,22.1,420.07
2022-03-14,21.33,417.0
2022-03-15,22.973,426.17
2022-03-16,24.496,435.62
2022-03-17,24.766,441.07
2022-03-18,26.453,444.52
2022-03-21,26.734,444.39
2022-03-22,26.524,449.59
2022-03-23,25.634,443.8
2022-03-24,28.15,450.49
2022-03-25,27.692,452.69
2022-03-28,28.219,455.91
2022-03-29,28.656,461.55
2022-03-30,27.69,458.7
2022-03-31,27.286,451.64
2022-04-01,26.712,452.92
2022-04-04,27.36,456.8
2022-04-05,25.931,451.03
2022-04-06,24.407,446.52
2022-04-07,24.208,448.77
2022-04-08,23.119,447.57
2022-04-11,21.917,439.92
2022-04-12,21.504,438.29
2022-04-13,22.203,443.31
2022-04-14,21.258,437.79
2022-04-18,21.783,437.97
2022-04-19,22.198,445.04
2022-04-20,21.482,444.71
2022-04-21,20.183,438.06
2022-04-22,19.515,426.04
2022-04-25,19.902,428.51
2022-04-26,18.788,416.1
2022-04-27,18.415,417.27
2022-04-28,19.782,427.81
2022-04-29,18.547,412.0
2022-05-02,19.533,414.48
2022-05-03,19.602,416.38
2022-05-04,20.334,429.06
2022-05-05,18.844,413.81
2022-05-06,18.675,411.34
2022-05-09,16.95,398.17
2022-05-10,17.595,399.09
2022-05-11,16.63,392.75
2022-05-12,16.175,392.34
2022-05-13,17.706,401.72
2022-05-16,17.264,400.09
2022-05-17,18.177,408.32
2022-05-18,16.938,391.86
2022-05-19,17.124,389.46
2022-05-20,16.694,389.63
2022-05-23,16.898,396.92
2022-05-24,16.154,393.89
2022-05-25,16.975,397.37
2022-05-26,17.851,405.31
2022-05-27,18.811,415.26
2022-05-31,18.672,412.93
2022-06-01,18.32,409.59
2022-06-02,19.592,417.39
2022-06-03,18.72,410.54
2022-06-06,18.786,411.79
2022-06-07,18.926,415.74
2022-06-08,18.648,411.22
2022-06-09,18.048,401.44
2022-06-10,16.974,389.8
2022-06-13,15.647,375.0
2022-06-14,15.836,373.87
2022-06-15,16.527,379.2
2022-06-16,15.601,366.65
2022-06-17,15.88,365.86
2022-06-21,16.566,375.07
2022-06-22,16.36,374.39
2022-06-23,16.225,378.06
2022-06-24,17.126,390.08
2022-06-27,16.869,388.59
2022-06-28,15.982,380.65
2022-06-29,15.542,380.34
2022-06-30,15.159,377.25
2022-07-01,14.523,381.24
2022-07-05,14.964,381.96
2022-07-06,15.13,383.25
2022-07-07,15.858,388.99
2022-07-08,15.838,388.67
2022-07-11,15.152,384.23
2022-07-12,15.082,380.83
2022-07-13,15.164,378.83
2022-07-14,15.372,377.91
2022-07-15,15.762,385.13
2022-07-18,16.101,381.95
2022-07-19,16.992,392.27
2022-07-20,17.807,394.77
2022-07-21,18.05,398.79
2022-07-22,17.319,395.09
2022-07-25,17.024,395.57
2022-07-26,16.533,390.89
2022-07-27,17.79,401.04
2022-07-28,17.984,406.07
2022-07-29,18.163,411.99
2022-08-01,18.441,410.77
2022-08-02,18.526,408.06
2022-08-03,18.893,414.45
2022-08-04,19.215,414.17
2022-08-05,18.989,413.47
2022-08-08,17.793,412.99
2022-08-09,17.086,411.35
2022-08-10,18.097,419.99
2022-08-11,17.942,419.99
2022-08-12,18.709,427.1
2022-08-15,19.032,428.86
2022-08-16,18.879,429.7
2022-08-17,18.335,426.65
2022-08-18,18.773,427.89
2022-08-19,17.849,422.14
2022-08-22,17.034,413.35
2022-08-23,17.181,412.35
2022-08-24,17.222,413.67
2022-08-25,17.913,419.51
2022-08-26,16.26,405.31
2022-08-29,15.801,402.63
2022-08-30,15.468,398.21
2022-08-31,15.094,395.18
2022-09-01,13.937,396.42
2022-09-02,13.647,392.24
2022-09-06,13.465,390.76
2022-09-07,13.714,397.78
2022-09-08,13.99,400.38
2022-09-09,14.387,406.6
2022-09-12,14.505,410.97
2022-09-13,13.131,393.1
2022-09-14,13.128,394.6
2022-09-15,12.929,390.12
2022-09-16,13.198,385.56
2022-09-19,13.382,388.55
2022-09-20,13.176,384.09
2022-09-21,13.261,377.39
2022-09-22,12.561,374.22
2022-09-23,12.516,367.95
2022-09-26,12.228,364.31
2022-09-27,12.413,363.38
2022-09-28,12.736,370.53
2022-09-29,12.22,362.79
2022-09-30,12.139,357.18
2022-10-03,12.512,366.61
2022-10-04,13.167,377.97
2022-10-05,13.209,377.09
2022-10-06,13.13,373.2
2022-10-07,12.076,362.79
2022-10-10,11.67,360.02
2022-10-11,11.586,357.74
2022-10-12,11.5,356.56
2022-10-13,11.96,365.97
2022-10-14,11.227,357.63
2022-10-17,11.888,366.82
2022-10-18,11.967,371.13
2022-10-19,12.051,368.5
2022-10-20,12.194,365.41
2022-10-21,12.466,374.29
2022-10-24,12.599,378.87
2022-10-25,13.261,384.92
2022-10-26,12.896,382.02
2022-10-27,13.176,379.98
2022-10-28,13.834,389.02
2022-10-31,13.497,386.21
2022-11-01,13.543,384.52
2022-11-02,13.219,374.87
2022-11-03,13.421,371.01
2022-11-04,14.156,376.35
2022-11-07,14.301,379.95
2022-11-08,14.602,382.0
2022-11-09,13.776,374.13
2022-11-10,15.75,394.69
2022-11-11,16.327,398.51
2022-11-14,16.295,395.12
2022-11-15,16.666,398.49
2022-11-16,15.91,395.45
2022-11-17,15.677,394.24
2022-11-18,15.409,396.03
2022-11-21,15.317,394.59
2022-11-22,16.038,399.9
2022-11-23,16.519,402.42
2022-11-25,16.27,402.33
2022-11-28,15.827,395.91
2022-11-29,15.639,395.23
2022-11-30,16.923,407.68
2022-12-01,17.135,407.38
2022-12-02,16.876,406.91
2022-12-05,16.61,399.59
2022-12-06,15.987,393.83
2022-12-07,16.12,393.16
2022-12-08,17.169,396.24
2022-12-09,17.001,393.28
2022-12-12,17.535,398.95
2022-12-13,18.072,401.97
2022-12-14,17.674,399.4
2022-12-15,16.952,389.63
2022-12-16,16.571,383.27
2022-12-19,16.254,380.02
2022-12-20,16.085,380.54
2022-12-21,16.501,386.23
2022-12-22,15.339,380.72
2022-12-23,15.206,382.91
2022-12-27,14.121,381.4
2022-12-28,14.036,376.66
2022-12-29,14.603,383.44
2022-12-30,14.614,382.43
2023-01-03,14.315,380.82
2023-01-04,14.749,383.76
2023-01-05,14.265,379.38
2023-01-06,14.859,388.08
2023-01-09,15.628,387.86
2023-01-10,15.909,390.58
2023-01-11,16.001,395.52
2023-01-12,16.511,396.96
2023-01-13,16.899,398.5
2023-01-17,17.702,397.77
2023-01-18,17.377,391.49
2023-01-19,16.765,388.64
2023-01-20,17.839,395.88
2023-01-23,19.193,400.63
2023-01-24,19.261,400.2
2023-01-25,19.323,400.35
2023-01-26,19.802,404.75
2023-01-27,20.365,405.68
2023-01-30,19.162,400.59
2023-01-31,19.537,406.48
2023-02-01,20.943,410.8
2023-02-02,21.709,416.78
2023-02-03,21.1,412.35
2023-02-06,21.089,409.83
2023-02-07,22.173,415.19
2023-02-08,22.205,410.65
2023-02-09,22.337,407.09
2023-02-10,21.265,408.04
2023-02-13,21.788,412.83
2023-02-14,22.971,412.64
2023-02-15,22.764,413.98
2023-02-16,22.002,408.28
2023-02-17,21.388,407.26
2023-02-21,20.655,399.09
2023-02-22,20.754,398.54
2023-02-23,23.664,400.66
2023-02-24,23.286,396.38
2023-02-27,23.501,397.73
2023-02-28,23.216,396.26
2023-03-01,22.698,394.74
2023-03-02,23.314,397.81
2023-03-03,23.89,404.19
2023-03-06,23.554,404.47
2023-03-07,23.288,398.27
2023-03-08,24.181,398.92
2023-03-09,23.436,391.56
2023-03-10,22.965,385.91
2023-03-13,22.966,385.36
2023-03-14,24.063,391.73
2023-03-15,24.228,389.28
2023-03-16,25.541,396.11
2023-03-17,25.725,389.99
2023-03-20,25.9,393.74
2023-03-21,26.199,398.91
2023-03-22,26.468,392.11
2023-03-23,27.191,393.17
2023-03-24,26.779,395.75
2023-03-27,26.531,396.49
2023-03-28,26.41,395.6
2023-03-29,26.984,401.35
2023-03-30,27.383,403.7
2023-03-31,27.777,409.39
2023-04-03,27.965,410.95
2023-04-04,27.453,408.67
2023-04-05,26.881,407.6
2023-04-06,27.037,409.19
2023-04-10,27.579,409.61
2023-04-11,27.169,409.72
2023-04-12,26.495,408.05
2023-04-13,26.463,413.47
2023-04-14,26.758,412.46
2023-04-17,27.002,413.94
2023-04-18,27.667,414.21
2023-04-19,27.931,414.14
2023-04-20,27.104,411.88
2023-04-21,27.119,412.2
2023-04-24,27.042,412.63
2023-04-25,26.241,406.08
2023-04-26,26.956,404.36
2023-04-27,27.226,412.41
2023-04-28,27.749,415.93
2023-05-01,28.91,415.51
2023-05-02,28.21,410.84
2023-05-03,27.802,408.02
2023-05-04,27.562,405.13
2023-05-05,28.68,412.63
2023-05-08,29.151,412.74
2023-05-09,28.571,410.93
2023-05-10,28.885,412.85
2023-05-11,28.578,412.13
2023-05-12,28.34,411.59
2023-05-15,28.953,413.01
2023-05-16,29.213,410.25
2023-05-17,30.178,415.23
2023-05-18,31.678,419.23
2023-05-19,31.264,418.62
2023-05-22,31.176,418.79
2023-05-23,30.688,414.09
2023-05-24,30.538,411.09
2023-05-25,37.98,414.65
2023-05-26,38.946,420.02
2023-05-30,40.111,420.18
2023-05-31,37.834,417.85
2023-06-01,39.77,421.82
2023-06-02,39.327,427.92
2023-06-05,39.171,427.1
2023-06-06,38.654,428.03
2023-06-07,37.475,426.55
2023-06-08,38.51,429.13
2023-06-09,38.77,429.9
2023-06-12,39.482,433.8
2023-06-13,41.022,436.66
2023-06-14,42.997,437.18
2023-06-15,42.653,442.6
2023-06-16,42.692,439.46
2023-06-20,43.808,437.18
2023-06-21,43.045,434.94
2023-06-22,43.025,436.51
2023-06-23,42.209,433.21
2023-06-26,40.632,431.44
2023-06-27,41.876,436.17
2023-06-28,41.117,436.39
2023-06-29,40.822,438.11
2023-06-30,42.302,443.28
2023-07-03,42.413,443.79
2023-07-05,42.317,443.13
2023-07-06,42.103,439.66
2023-07-07,42.503,438.55
2023-07-10,42.18,439.66
2023-07-11,42.405,442.46
2023-07-12,43.902,446.02
2023-07-13,45.977,449.56
2023-07-14,45.469,449.28
2023-07-17,46.461,450.84
2023-07-18,47.494,454.19
2023-07-19,47.077,455.2
2023-07-20,45.52,452.18
2023-07-21,44.309,452.18
2023-07-24,44.612,454.2
2023-07-25,45.679,455.44
2023-07-26,45.452,455.51
2023-07-27,45.9,452.49
2023-07-28,46.75,456.92
2023-07-31,46.729,457.79
2023-08-01,46.507,456.48
2023-08-02,44.269,450.13
2023-08-03,44.515,448.84
2023-08-04,44.68,446.81
2023-08-07,45.4165,450.71
2023-08-08,44.664,448.75
2023-08-09,42.554,445.75
2023-08-10,42.388,445.91
2023-08-11,40.855,445.65
2023-08-14,43.753,448.11
2023-08-15,43.94,442.89
2023-08-16,43.486,439.64
2023-08-17,43.3435,436.29
2023-08-18,43.299,436.5
2023-08-21,46.967,439.34
2023-08-22,45.668,438.15
2023-08-23,47.116,443.03
2023-08-24,47.163,436.89
2023-08-25,46.018,439.97
2023-08-28,46.835,442.76
2023-08-29,48.784,449.16
2023-08-30,49.264,451.01
2023-08-31,49.355,450.35
2023-09-01,48.509,451.19
2023-09-05,48.548,449.24
2023-09-06,47.061,446.22
2023-09-07,46.241,444.85
2023-09-08,45.572,445.52
2023-09-11,45.178,448.45
2023-09-12,44.87,445.99
2023-09-13,45.485,446.51
2023-09-14,45.581,450.36
2023-09-15,43.9,443.37
2023-09-18,43.966,443.63
2023-09-19,43.52,442.71
2023-09-20,42.239,438.64
2023-09-21,41.017,431.39
2023-09-22,41.61,430.42
2023-09-25,42.222,432.23
2023-09-26,41.911,425.88
2023-09-27,42.468,426.05
2023-09-28,43.089,428.52
2023-09-29,43.499,427.48
2023-10-02,44.782,427.31
2023-10-03,43.517,421.59
2023-10-04,44.041,424.66
2023-10-05,44.688,424.5
2023-10-06,45.762,429.54
2023-10-09,45.273,432.29
2023-10-10,45.798,434.54
2023-10-11,46.806,436.32
2023-10-12,46.945,433.66
2023-10-13,45.461,431.5
2023-10-16,46.095,436.04
2023-10-17,43.938,436.02
2023-10-18,42.196,430.21
2023-10-19,42.101,426.43
2023-10-20,41.387,421.19
2023-10-23,42.975,420.46
2023-10-24,43.663,423.63
2023-10-25,41.779,417.55
2023-10-26,40.326,412.55
2023-10-27,40.5,410.68
2023-10-30,41.161,415.59
2023-10-31,40.78,418.2
2023-11-01,42.325,422.66
2023-11-02,43.506,430.76
2023-11-03,45.005,434.69
2023-11-06,45.751,435.69
2023-11-07,45.955,436.93
2023-11-08,46.574,437.25
2023-11-09,46.95,433.84
2023-11-10,48.335,440.61
2023-11-13,48.62,440.19
2023-11-14,49.656,448.73
2023-11-15,48.888,449.68
2023-11-16,49.48,450.23
2023-11-17,49.298,450.79
2023-11-20,50.409,454.26
2023-11-21,49.944,453.27
2023-11-22,48.716,455.02
2023-11-24,47.776,455.3
2023-11-27,48.242,454.48
2023-11-28,47.821,454.93
2023-11-29,48.14,454.61
2023-11-30,46.77,456.4
2023-12-01,46.765,459.1
2023-12-04,45.51,456.69
2023-12-05,46.566,456.6
2023-12-06,45.503,454.76
2023-12-07,46.596,458.23
2023-12-08,47.506,460.2
2023-12-11,46.627,461.99
2023-12-12,47.657,464.1
2023-12-13,48.088,470.5
2023-12-14,48.35,472.01
2023-12-15,48.89,469.33
2023-12-18,50.077,471.97
2023-12-19,49.604,474.84
2023-12-20,48.111,468.26
2023-12-21,48.99,472.7
2023-12-22,48.83,473.65
2023-12-26,49.279,475.65
2023-12-27,49.417,476.51
2023-12-28,49.522,476.69
2023-12-29,49.522,475.31
2024-01-02,48.168,472.65
2024-01-03,47.569,468.79
2024-01-04,47.998,467.28
2024-01-05,49.097,467.92
2024-01-08,52.253,474.6
2024-01-09,53.14,473.88
2024-01-10,54.35,476.56
2024-01-11,54.822,476.35
2024-01-12,54.71,476.68
2024-01-16,56.382,474.93
2024-01-17,56.053,472.29
2024-01-18,57.107,476.49
2024-01-19,59.491,482.43
2024-01-22,59.654,483.45
2024-01-23,59.873,484.86
2024-01-24,61.362,485.39
2024-01-25,61.617,488.03
2024-01-26,61.031,487.41
2024-01-29,62.465,491.27
2024-01-30,62.774,490.89
2024-01-31,61.527,482.88
2024-02-01,63.027,489.2
2024-02-02,66.16,494.35
2024-02-05,69.332,492.55
2024-02-06,68.223,493.98
2024-02-07,70.099,498.1
2024-02-08,69.641,498.32
2024-02-09,72.133,501.2
2024-02-12,72.248,500.98
2024-02-13,72.128,494.08
2024-02-14,73.9,498.57
2024-02-15,72.658,502.01
2024-02-16,72.613,499.51
2024-02-20,69.452,496.76
2024-02-21,67.472,497.21
2024-02-22,78.538,507.5
2024-02-23,78.817,507.85
2024-02-26,79.092,505.99
2024-02-27,78.701,506.93
2024-02-28,77.663,506.26
2024-02-29,79.112,508.08
2024-03-01,82.279,512.85
2024-03-04,85.237,512.3
2024-03-05,85.964,507.18
2024-03-06,88.7,509.75
2024-03-07,92.669,514.81
2024-03-08,87.528,511.72
2024-03-11,85.774,511.28
2024-03-12,91.913,516.78
2024-03-13,90.888,515.97
2024-03-14,87.944,514.95
2024-03-15,87.8365,509.83
2024-03-18,88.455,512.86
2024-03-19,89.398,515.71
2024-03-20,90.372,520.48
2024-03-21,91.435,522.2
2024-03-22,94.289,521.21
2024-03-25,95.002,519.77
2024-03-26,92.561,518.81
2024-03-27,90.25,523.17
2024-03-28,90.356,523.07
2024-04-01,90.363,522.16
2024-04-02,89.452,518.84
2024-04-03,88.964,519.41
2024-04-04,85.905,513.07
2024-04-05,88.008,518.43
2024-04-08,87.133,518.72
2024-04-09,85.354,519.32
2024-04-10,87.039,514.12
2024-04-11,90.616,518.0
2024-04-12,88.186,510.85
2024-04-15,86.001,504.45
2024-04-16,87.415,503.53
2024-04-17,84.035,500.55
2024-04-18,84.671,499.52
2024-04-19,76.2,495.16
2024-04-22,79.518,499.72
2024-04-23,82.423,505.65
2024-04-24,79.677,505.41
2024-04-25,82.632,503.49
2024-04-26,87.735,508.26
2024-04-29,87.757,510.06
2024-04-30,86.402,501.98
2024-05-01,83.041,500.35
2024-05-02,85.817,505.03
2024-05-03,88.789,511.29
2024-05-06,92.14,516.57
2024-05-07,90.554,517.14
2024-05-08,90.412,517.19
2024-05-09,88.747,520.17
2024-05-10,89.878,520.84
2024-05-13,90.399,520.91
2024-05-14,91.356,523.3
2024-05-15,94.63,529.78
2024-05-16,94.359,528.69
2024-05-17,92.479,529.45
2024-05-20,94.78,530.06
2024-05-21,95.386,531.36
2024-05-22,94.95,529.83
2024-05-23,103.799,525.96
2024-05-24,106.469,529.44
2024-05-28,113.901,529.81
2024-05-29,114.825,526.1
